movieId,keywords,cast,genres,popularity,title,director,prod_company,avg_rating,revenue_millions
64839,"['supermarket', 'heart attack', 'ambition']","['Mickey Rourke', 'Marisa Tomei', 'Evan Rachel Wood']","['Drama', 'Romance']",7.9,The Wrestler,Darren Aronofsky,Saturn Films,3.8,44.704
64845,"['down syndrome', 'twins']","['Emily Watson', 'Dermot Mulroney', 'Gretchen Mol']",['Drama'],1.58,The Memory Keeper's Daughter,Mick Jackson,Jaffe/Braunstein Films,3.11,0.0
64895,"['prohibition', 'bootlegger', 'bootlegging']","['Edward G. Robinson', 'Mary Astor', 'Helen Vinson']","['Action', 'Comedy', 'Thriller']",0.63,The Little Giant,Roy Del Ruth,First National Pictures,2.81,0.0
64897,"['orient', 'revenge', 'interracial romance']","['Lon Chaney', 'Renée Adorée', 'Ralph Forbes']",['Drama'],0.1,Mr. Wu,William Nigh,Metro-Goldwyn-Mayer (MGM),3.3,0.0
64921,"['poison', 'dancer', 'slavery']","['Jon Hall', 'Maria Montez', 'Sabu']","['Adventure', 'Action', 'Romance']",3.25,Arabian Nights,John Rawlins,Walter Wanger Productions,2.67,0.0
64923,['silent film'],"['Lon Chaney', 'Owen Moore', 'Renée Adorée']","['Crime', 'Drama', 'Romance']",0.98,The Blackbird,Tod Browning,Metro-Goldwyn-Mayer (MGM),3.25,0.0
64930,"['washington d.c.', 'coffee', 'apartment']","['Jean Arthur', 'Joel McCrea', 'Charles Coburn']","['Comedy', 'Romance']",0.83,The More the Merrier,George Stevens,Columbia Pictures,3.67,0.0
64944,"['falsely accused', 'fugitive']","['Fred MacMurray', 'Lin McCarthy', 'Dorothy Green']","['Action', 'Western']",2.22,Face of a Fugitive,Paul Wendkos,Columbia Pictures Corporation,3.0,0.0
64953,"['prison', 'nazis', 'sequel']","['Telly Savalas', 'Ernest Borgnine', 'Hunt Block']","['Adventure', 'War', 'Action']",1.76,The Dirty Dozen: The Fatal Mission,Lee H. Katzin,Jadran Film,3.27,0.0
64957,"['diary', 'navy', 'funeral']","['Cate Blanchett', 'Brad Pitt', 'Tilda Swinton']","['Fantasy', 'Drama', 'Thriller']",17.93,The Curious Case of Benjamin Button,David Fincher,Paramount Pictures,3.61,333.932
64969,"['bungee-jump', 'scooter']","['Jim Carrey', 'Zooey Deschanel', 'Rhys Darby']",['Comedy'],9.76,Yes Man,Peyton Reed,Village Roadshow Pictures,3.39,225.991
64976,[],"['Arye Gross', 'Claudia Christian', 'Adrienne Shelly']","['Comedy', 'Thriller']",0.85,Hexed,Alan Spencer,Columbia Pictures,2.45,0.0
64986,['independent film'],"['Matthew Perry', 'Ben Foster', 'Ginnifer Goodwin']","['Comedy', 'Drama']",3.87,Birds of America,Craig Lucas,Accomplice Films,3.26,0.0
64997,"['nudity', 'dystopia', 'space invasion']","['C. Thomas Howell', 'Rhett Giles', 'Jake Busey']",['Science Fiction'],1.31,H.G. Wells' War of the Worlds,David Michael Latt,Asylum,3.05,0.0
64999,"['space war', 'dystopia', 'space invasion']","['C. Thomas Howell', 'Fred Griffith', 'Zack Beseda']","['Action', 'Science Fiction', 'Adventure']",6.87,War of the Worlds 2: The Next Wave,C. Thomas Howell,Anthill Productions,1.59,0.0
65025,"['bookie', 'bank teller']","['Jane Russell', 'Groucho Marx', 'Frank Sinatra']","['Comedy', 'Music']",0.28,Double Dynamite,Irving Cummings,RKO Radio Pictures,2.33,0.0
65027,['suspense'],"['Bela Lugosi', 'Edward Van Sloan', 'David Manners']","['Horror', 'Mystery', 'Thriller']",0.67,The Death Kiss,Edwin L. Marin,K.B.S. Productions Inc.,2.9,0.0
65045,[],"['Carlos Bernard', 'Mathew St. Patrick', 'Courtney Ford']","['Horror', 'Science Fiction', 'Thriller']",8.09,Alien Raiders,Ben Rock,Warner Home Video,2.81,0.0
65051,['alcoholic'],"['Seann William Scott', 'Gretchen Mol', 'Kevin Conway']","['Drama', 'Comedy', 'Romance']",2.54,Trainwreck: My Life as an Idiot,Tod Harrison Williams,This Is That Productions,2.61,0.0
65088,"['wishes come true', 'escapade', 'disorder']","['Adam Sandler', 'Keri Russell', 'Guy Pearce']","['Fantasy', 'Comedy', 'Family']",10.74,Bedtime Stories,Adam Shankman,Walt Disney Pictures,3.08,212.874
65091,"['friendship', 'organized crime']","['Clark Gable', 'William Powell', 'Myrna Loy']","['Crime', 'Drama', 'Romance']",2.48,Manhattan Melodrama,W.S. Van Dyke,Cosmopolitan Productions,3.57,0.0
65126,"['strip club', 'alzheimer', 'sex addiction']","['Sam Rockwell', 'Anjelica Huston', 'Kelly Macdonald']","['Comedy', 'Drama']",7.59,Choke,Clark Gregg,Fox Searchlight Pictures,3.33,3.83
65181,"['sex', 'ransom', 'nobel prize']","['Alan Rickman', 'Bryan Greenberg', 'Mary Steenburgen']","['Comedy', 'Crime', 'Drama']",2.42,Nobel Son,Randall Miller,Gimme Five Films,3.08,0.334
65188,"['wife husband relationship', 'grandfather grandson relationship', 'canada']","['Kurt Kuenne', 'Andrew Bagby', 'David Bagby']","['Crime', 'Documentary']",5.53,Dear Zachary: A Letter to a Son About His Father,Kurt Kuenne,MSNBC Films,4.04,0.0
65204,"['scientist', 'madman']","['Edmund Lowe', 'Irene Ware', 'Bela Lugosi']","['Action', 'Adventure', 'Fantasy']",0.25,Chandu the Magician,William Cameron Menzies,Fox Film Corporation,3.0,0.0
65216,"['brother brother relationship', 'fight', 'world war ii']","['Daniel Craig', 'Liev Schreiber', 'Jamie Bell']","['Action', 'Drama', 'History']",13.99,Defiance,Edward Zwick,Paramount Vantage,3.59,51.155
65225,"['terror', 'corruption', 'economic theory']",[],"['Documentary', 'History', 'War']",3.81,Zeitgeist: Addendum,Peter Joseph,Gentle Machine Productions LLC,3.51,0.0
65227,[],"['Harold Lloyd', 'Mildred Davis', 'John T. Prince']",['Comedy'],0.43,Dr. Jack,Fred C. Newmeyer,Hal Roach Studios,3.0,0.0
65230,"['journalist', 'based on novel', 'puppy']","['Owen Wilson', 'Jennifer Aniston', 'Eric Dane']","['Comedy', 'Family']",9.73,Marley & Me,David Frankel,Sunswept Entertainment,3.31,244.082
65238,"['prison', 'gas chamber', 'doctor']","['Jean Gillie', 'Edward Norris', 'Robert Armstrong']","['Crime', 'Drama']",0.28,Decoy,Jack Bernhard,Bernhard-Brandt Productions,3.14,0.0
65256,"['cop', 'new england', 'jesse stone']","['Tom Selleck', 'Saul Rubinek', 'Viola Davis']","['TV Movie', 'Drama', 'Thriller']",4.58,Jesse Stone: Night Passage,Robert Harmon,Brandman Productions,3.36,0.0
65263,['silent film'],"['Harold Lloyd', 'Roy Brooks', 'Mildred Davis']",['Comedy'],0.22,High and Dizzy,Hal Roach,Rolin Films,3.0,0.0
65277,['outlaw'],"['Robert Mitchum', 'George Kennedy', 'Martin Balsam']","['Drama', 'Action', 'Comedy']",0.88,The Good Guys and the Bad Guys,Burt Kennedy,Robert Goldstein Productions,2.5,0.0
65293,"['private detective', 'sam spade']","['Bette Davis', 'Warren William', 'Alison Skipworth']","['Comedy', 'Drama', 'Mystery']",0.53,Satan Met a Lady,William Dieterle,Warner Bros.,2.71,0.0
65310,"['musical', 'zombie']","['Jason Yachanin', 'Kate Graham', 'Allyson Sereboff']","['Horror', 'Comedy']",5.07,Poultrygeist: Night of the Chicken Dead,Lloyd Kaufman,Troma Entertainment,2.94,0.0
65350,"['china', 'shanghai', 'mercenary']","['Gary Cooper', 'Akim Tamiroff', 'Madeleine Carroll']","['Thriller', 'Action', 'Adventure']",0.91,The General Died at Dawn,Lewis Milestone,Paramount Pictures,2.73,0.0
65352,['three stooges'],"['Moe Howard', 'Larry Fine', 'Joe DeRita']","['Comedy', 'Science Fiction']",0.77,"Have Rocket, Will Travel",David Lowell Rich,Columbia Pictures Corporation,2.5,0.0
65370,"['vietnam veteran', 'ku klux klan', 'revenge']","['Roy Jefferson', 'Le Tari', 'Haskell V. Anderson III']","['Action', 'Drama']",0.84,Brotherhood of Death,Bill Berry,International Film Consortium,2.83,0.0
65381,"['marshal', 'dancehall girl', 'bowie knife']","['Robert Mitchum', 'Jan Sterling', 'Karen Sharpe']",['Western'],1.54,Man with the Gun,Richard Wilson,Formosa Productions,3.62,0.0
65400,"['delta force', 'ninja', 'ex soldier']","['Michael Dudikoff', 'David Bradley', 'James Booth']","['Action', 'Thriller']",2.21,American Ninja 4: The Annihilation,Cedric Sundstrom,Cannon Group,1.67,0.0
65418,"['usa', 'friendship', 'survival']","['Michelle Williams', 'Will Patton', 'Will Oldham']",['Drama'],3.33,Wendy and Lucy,Kelly Reichardt,Glass Eye Pix,3.51,0.0
65435,"['bear', 'dachshund']","['Mike Epps', 'Joel McHale', 'Jane Krakowski']","['Adventure', 'Animation', 'Comedy']",9.03,Open Season 2,Matthew O'Callaghan,Sony Pictures Animation,2.71,0.0
65468,"['dallas texas', 'wild bill hickok']","['Gary Cooper', 'Ruth Roman', 'Steve Cochran']","['Action', 'Western']",1.1,Dallas,Stuart Heisler,Warner Bros.,3.0,0.0
65518,[],"['Jeffrey Byron', 'Richard Moll', 'Leslie Wing']","['Horror', 'Fantasy', 'Thriller']",1.29,The Dungeonmaster,Steven Ford,Ragewar Productions,2.19,0.0
65552,[],"['Michael Rooker', 'Jean-Claude Van Damme', 'Ian Robison']","['Action', 'Adventure', 'Science Fiction']",9.59,Replicant,Ringo Lam,Artisan Entertainment,2.4,0.0
65556,"['marshal', 'claim jumper']","['Audie Murphy', 'Faith Domergue', 'Stephen McNally']","['Action', 'Western']",0.9,The Duel at Silver Creek,Don Siegel,Universal International Pictures (UI),3.5,0.0
65585,"['bride', 'friendship', 'engagement']","['Anne Hathaway', 'Kate Hudson', 'Bryan Greenberg']",['Comedy'],8.34,Bride Wars,Gary Winick,Dune Entertainment,2.91,114.663
65588,['independent film'],"['Nathan Rice', 'Carol Roscoe', 'Brian Lewis']","['Adventure', 'Comedy', 'Fantasy']",0.62,The Gamers: Dorkness Rising,Matt Vancil,Dead Gentlemen Productions,3.59,0.0
65601,"['sheriff', 'miner', 'delusion']","['Jensen Ackles', 'Jaime King', 'Kerr Smith']","['Mystery', 'Horror']",5.25,My Bloody Valentine,Patrick Lussier,Lionsgate,2.52,100.735
65614,[],"['James Mason', 'Joan Fontaine', 'Dorothy Dandridge']","['Drama', 'Family']",0.68,Island in the Sun,Robert Rossen,Twentieth Century Fox Film Corporation,2.58,0.0
65621,['woman director'],[],[],0.01,Liberty Kid,Ilya Chaiken,Glass Eye Pix,3.0,0.0
65631,[],"['Martin Henderson', 'Michelle Rodriguez', 'Woody Harrelson']","['Action', 'Drama']",4.52,Battle in Seattle,Stuart Townsend,Insight Film Studios,3.24,0.909
65665,['shakespeare'],"['Campbell Scott', 'Blair Brown', 'Roscoe Lee Browne']",['Drama'],0.58,Hamlet,Campbell Scott,Hallmark Entertainment,3.26,0.0
65682,"['prison', 'underworld', 'slavery']","['Bill Nighy', 'Michael Sheen', 'Rhona Mitra']","['Fantasy', 'Action', 'Adventure']",11.65,Underworld: Rise of the Lycans,Patrick Tatopoulos,Lakeshore Entertainment,3.36,91.354
65696,['bank robber'],"['James Arness', 'Angie Dickinson', 'Emile Meyer']","['Western', 'Action']",0.35,Gun The Man Down,Andrew V. McLaglen,Batjac Productions,3.0,0.0
65698,['albuquerque'],"['Randolph Scott', 'Barbara Britton', ""George 'Gabby' Hayes""]","['Action', 'Romance', 'Western']",0.55,Albuquerque,Ray Enright,Paramount Pictures,3.5,0.0
65731,['based on true story'],"['Eliza Dushku', 'Cary Elwes', 'Timothy Hutton']","['Crime', 'Mystery', 'Thriller']",3.08,The Alphabet Killer,Rob Schmidt,Intrinsic Value Films,2.78,0.0
65738,[],"['Robert Carradine', 'Julia Montgomery', 'Ted McGinley']",['Comedy'],7.48,Revenge of the Nerds III: The Next Generation,Roland Mesa,20th Century Fox Television,2.03,0.0
65740,[],"['Robert Carradine', 'Curtis Armstrong', 'Ted McGinley']",['Comedy'],2.71,Revenge of the Nerds IV: Nerds In Love,Steve Zacharias,Fox West Pictures,2.16,0.0
65764,"['new york', 'jealousy', 'photographer']","['Al Pacino', 'Jerry Orbach', 'Susan Floyd']",['Drama'],1.52,Chinese Coffee,Al Pacino,Shooting Gallery,3.83,0.0
65780,[],"['James Earl Jones', 'Martin Balsam', 'Burgess Meredith']",[],0.48,The Man,Joseph Sargent,Paramount Pictures,3.17,0.0
65802,"['security guard', 'duringcreditsstinger']","['Kevin James', ""Keir O'Donnell"", 'Jayma Mays']","['Action', 'Adventure', 'Comedy']",13.0,Paul Blart: Mall Cop,Steve Carr,Columbia Pictures,2.35,183.293
65810,"['rap music', 'musical', 'boom box']","['Jamal Woolard', 'Derek Luke', 'Naturi Naughton']","['Drama', 'Music']",5.34,Notorious,"George Tillman, Jr.",Fox Searchlight Pictures,3.19,43.052
65813,[],"['Odette Annable', 'Gary Oldman', 'Meagan Good']","['Horror', 'Thriller', 'Mystery']",7.11,The Unborn,David S. Goyer,Rogue Pictures,2.48,76.514
65845,[],"['Mary Elizabeth Winstead', 'Riley Smith', 'John Reardon']","['Drama', 'Romance']",5.5,Make It Happen,Darren Grant,The Mayhem Project,3.07,0.0
65866,"[""new year's eve""]","['Sydney Greenstreet', 'Geraldine Fitzgerald', 'Peter Lorre']",['Thriller'],2.54,Three Strangers,Jean Negulesco,Warner Bros.,3.31,0.0
65868,['dystopia'],"['Alexa PenaVega', 'Paul Sorvino', 'Anthony Stewart Head']","['Horror', 'Comedy', 'Music']",5.26,Repo! The Genetic Opera,Darren Lynn Bousman,Lions Gate Films,3.27,0.188
65899,"['time travel', 'time loop']","['Jonathan Silverman', 'Helen Slater', 'Martin Landau']","['Science Fiction', 'Thriller']",8.81,12:01,Jack Sholder,Chanticleer Films,3.31,0.0
65930,['cattle rustling'],"['John Wayne', 'Noah Beery', 'Paul Hurst']","['Action', 'Western']",0.25,The Big Stampede,Tenny Wright,Warner Bros.,1.0,0.0
65932,"['outlaw', 'rancher', 'mexican']","['Terence Stamp', 'Joanna Pettet', 'Karl Malden']","['Romance', 'Western']",0.92,Blue,Silvio Narizzano,Paramount Pictures,2.0,0.0
65984,"['new orleans', '19th century']","['Mae West', 'Roger Pryor', 'Johnny Mack Brown']","['Drama', 'Comedy']",0.11,Belle of the Nineties,Leo McCarey,Paramount Pictures,2.71,0.0
65986,['gunfighter'],"['Alan Ladd', 'Mona Freeman', 'Charles Bickford']",['Western'],0.55,Branded,Rudolph Maté,Paramount Pictures,3.7,0.0
66006,['world war ii'],"['Tony Curtis', 'Frank Lovejoy', 'Mary Murphy']","['War', 'Action', 'Drama']",0.16,Beachhead,Stuart Heisler,United Artists,3.0,0.0
66051,"['gold', 'arizona']","['Alan Ladd', 'Ernest Borgnine', 'Katy Jurado']",['Western'],1.97,The Badlanders,Delmer Daves,Metro-Goldwyn-Mayer (MGM),3.12,0.0
66053,"['independent film', 'broadway star']","['Ginger Rogers', 'Van Heflin', 'Gene Tierney']","['Drama', 'Mystery', 'Romance']",0.68,Black Widow,Nunnally Johnson,Twentieth Century Fox Film Corporation,3.04,0.0
66066,"['brother sister relationship', 'broken neck', 'curse']","['Johanna Braddy', 'Gil McKinney', 'Emi Ikehata']","['Mystery', 'Horror', 'Thriller']",10.51,The Grudge 3,Toby Wilkins,Ghost House Pictures,2.22,38.61
66097,"['dream', 'eye', 'stuffed animal']","['Dakota Fanning', 'Teri Hatcher', 'Jennifer Saunders']","['Animation', 'Family']",16.64,Coraline,Henry Selick,Focus Features,3.74,124.596
66171,"['psychokinesis', 'mind control', 'secret government organization']","['Dakota Fanning', 'Camilla Belle', 'Chris Evans']",['Action'],11.6,Push,Paul McGuigan,Icon Productions,3.21,45.465
66240,"['suicide', 'life and death', 'coma']","['Ellen Muth', 'Jasmine Guy', 'Callum Blue']","['Drama', 'Fantasy', 'Comedy']",4.78,Dead Like Me: Life After Death,Stephen Herek,Metro-Goldwyn-Mayer (MGM),3.08,0.0
66250,"['california', 'wagon train']","['Ray Milland', 'Barbara Stanwyck', 'Barry Fitzgerald']",['Western'],0.93,California,John Farrow,Paramount Pictures,3.0,0.0
66252,['oregon'],"['Dana Andrews', 'Brian Donlevy', 'Susan Hayward']",['Western'],0.72,Canyon Passage,Jacques Tourneur,Universal Pictures,3.25,0.0
66268,"['small town', 'con artist', 'female protagonist']","['William H. Macy', 'Rebecca De Mornay', 'Mike Nussbaum']","['Romance', 'Comedy', 'Crime']",1.24,The Con,Steven Schachter,Wilshire Court Productions,2.5,0.0
66279,"['london england', 'friends', 'independent film']","['Ben Gazzara', 'Peter Falk', 'John Cassavetes']","['Comedy', 'Drama']",1.34,Husbands,John Cassavetes,Faces Music,3.66,0.0
66282,"['train', 'street shootout']","['Audie Murphy', 'Beverly Tyler', 'James Best']",['Western'],1.02,The Cimarron Kid,Budd Boetticher,Universal International Pictures (UI),3.6,0.0
66284,[],"['Henry B. Walthall', 'Spottiswoode Aitken', 'Blanche Sweet']","['Drama', 'Horror']",0.45,The Avenging Conscience: or 'Thou Shalt Not Kill',D.W. Griffith,Majestic Motion Picture Company,3.2,0.0
66297,"['megaphone', 'feminism', 'future']","['Billy West', 'Katey Sagal', 'John DiMaggio']","['Animation', 'Comedy']",13.28,Futurama: Into the Wild Green Yonder,Peter Avanzino,20th Century Fox Television,3.75,0.0
66304,"['adoption', 'puppy', 'pitbull']","['Emma Roberts', 'Jake T. Austin', 'Don Cheadle']","['Comedy', 'Family']",6.32,Hotel for Dogs,Thor Freudenthal,DreamWorks SKG,2.69,73.034
66306,"['revenge', 'murder', 'quicksand']","['Richard Harris', 'Rod Taylor', 'Al Lettieri']",['Western'],0.19,The Deadly Trackers,Barry Shear,Warner Bros.,2.33,0.0
66330,"['rap music', 'unpaid bill', 'windshield']","['Julia Roberts', 'Carrie-Anne Moss', 'Willem Dafoe']",['Drama'],9.71,Fireflies in the Garden,Dennis Lee,Senator International,3.24,0.0
66365,"['detective', 'fight', 'santa claus']","['Tim Thomerson', 'Helen Hunt', 'Biff Manard']","['Horror', 'Science Fiction', 'Crime']",6.27,Trancers,Charles Band,Empire Pictures,3.03,0.0
66385,"['war crimes', 'warlord', 'war victim']","['Kevin Bacon', 'Tom Aldredge', 'Nicholas Art']","['Drama', 'History', 'War']",2.8,Taking Chance,Ross Katz,Motion Picture Corporation of America,3.57,0.0
66427,"['parody', 'parallel world']","['Bruce Campbell', 'Grace Thorsen', 'Ted Raimi']","['Comedy', 'Horror']",8.71,My Name Is Bruce,Bruce Campbell,Dark Horse Entertainment,3.03,0.173
66437,['independent film'],"['Christopher Plummer', 'Michael Angarano', 'M. Emmet Walsh']","['Comedy', 'Drama']",0.98,Man in the Chair,Michael Schroeder,Elbow Grease Pictures,3.1,0.0
66491,['train'],"['Gabrielle Anwar', 'Sean Astin', 'Patty Duke']","['Romance', 'Comedy']",0.95,Kimberly,Frederic Golchan,Cinerenta Medienbeteiligungs KG,2.25,0.0
66509,"['comedian', 'cancer', 'bromance']","['Adam Sandler', 'Seth Rogen', 'Leslie Mann']","['Comedy', 'Drama']",9.9,Funny People,Judd Apatow,Columbia Pictures,3.15,61.459
66517,"['underground', 'vampire', 'zombie']","['Steven Seagal', 'Linden Ashby', 'Jenna Harrison']","['Horror', 'Action', 'Thriller']",5.11,Against the Dark,Richard Crudo,Castel Film Romania,1.53,0.0
66547,"['addiction', 'schoolteacher', 'miracle drug']","['James Mason', 'Barbara Rush', 'Walter Matthau']",['Drama'],6.46,Bigger Than Life,Nicholas Ray,Twentieth Century Fox Film Corporation,3.55,0.0
66551,[],"['Shane West', 'Leonard Roberts', 'Aldis Hodge']","['Action', 'Adventure', 'Drama']",3.16,Red Sands,Alex Turner,Deviant Films,2.33,0.0
66581,"['manager', 'bar', 'cook']","['Adam Carolla', 'John Michael Higgins', 'Rob Benedict']",['Comedy'],4.7,Still Waiting...,Jeff Balis,Eden Rock Media,2.61,0.0
66590,"['historical figure', 'riverboat']","['Fred MacMurray', 'Charlton Heston', 'Donna Reed']","['Action', 'History', 'Western']",0.19,The Far Horizons,Rudolph Maté,Pine Thomas Productions,3.5,0.0
66596,"['detective', 'cocaine', 'male friendship']","['Donald Glover', 'Aubrey Plaza', 'Dominic Dierkes']","['Comedy', 'Thriller', 'Mystery']",3.01,Mystery Team,Dan Eckman,Derrick Comedy Productions,3.31,0.0
66620,"['ambush', 'daughter', 'bat masterson']","['Joel McCrea', 'Julie Adams', 'John McIntire']","['Action', 'Western']",3.41,The Gunfight at Dodge City,Joseph M. Newman,The Mirisch Corporation,3.0,0.0
66622,"['office', 'gold digger']","['Evalyn Knapp', 'John Wayne', 'Reginald Barlow']","['Comedy', 'Drama', 'Romance']",0.8,His Private Secretary,Phil Whitman,Showmen's Pictures,2.0,0.0
66652,"['drug crime', 'revenge', 'los angeles']","['Steven Seagal', 'Eddie Griffin', 'Kirk B.R. Woller']","['Crime', 'Action', 'Thriller']",4.35,Urban Justice,Don E. FauntLeRoy,Sony Pictures Home Entertainment,1.6,0.0
66659,['criminal'],"['Tyler Perry', 'Derek Luke', 'Keshia Knight Pulliam']","['Comedy', 'Crime', 'Drama']",2.84,Madea Goes to Jail,Tyler Perry,Lions Gate Films,2.5,90.508
66662,[],"['Victor McLaglen', 'Myrna Loy', 'David Torrence']","['Drama', 'Adventure']",0.53,The Black Watch,John Ford,Fox Film Corporation,3.75,0.0
66665,"['interracial relationship', 'dead father', 'reference to bob dylan']","['John Krasinski', 'Maya Rudolph', 'Carmen Ejogo']","['Drama', 'Comedy', 'Romance']",6.59,Away We Go,Sam Mendes,Neal Street Productions,3.69,14.899
66667,"['biography', 'u.s. marine']","['Jeffrey Hunter', 'David Janssen', 'Sessue Hayakawa']","['Drama', 'War']",0.16,Hell to Eternity,Phil Karlson,Allied Artists Pictures,3.4,0.0
66686,"['radio', 'radio presenter', 'murder']","['Joan Caulfield', 'Claude Rains', 'Audrey Totter']","['Drama', 'Mystery', 'Thriller']",0.94,The Unsuspected,Michael Curtiz,Warner Bros.,3.47,0.0
66701,['independent film'],"['William Hurt', 'Rita Wilson', 'Brett Davern']",['Drama'],1.01,Beautiful Ohio,Chad Lowe,Accomplice Films,2.58,0.0
66720,"['aviation', 'semi-documentary', 'berlin airlift']","['Montgomery Clift', 'Paul Douglas', 'Cornell Borchers']","['Action', 'Adventure', 'Drama']",0.14,The Big Lift,George Seaton,Twentieth Century Fox Film Corporation,3.42,0.0
66783,"['teenager', 'cabin in the woods', 'axe murder']","['Derek Mears', 'Jared Padalecki', 'Danielle Panabaker']",['Horror'],14.2,Friday the 13th,Marcus Nispel,New Line Cinema,2.57,91.379
66789,"['man vs machine', 'alien planet', 'battle for survival']","['Stephen Amell', 'Greg Bryk', 'Stephen Dunn']","['Action', 'Horror', 'Science Fiction']",4.93,Screamers: The Hunting,Sheldon Wilson,Pope Productions,2.48,0.0
66798,"['diamond', 'clouseau', 'pink panther']","['Steve Martin', 'Jean Reno', 'Emily Mortimer']","['Comedy', 'Mystery']",18.55,The Pink Panther 2,Harald Zwart,Columbia Pictures,2.79,75.871
66904,[],"['Daniel Jordano', 'Matthew Penn', 'Leon W. Grant']","['Comedy', 'Family']",0.08,Playing for Keeps,Bob Weinstein,Miramax Films,2.5,0.0
66981,"['cattle', 'rustler', 'falling off horse']","['John Wayne', 'Marsha Hunt', 'Johnny Mack Brown']","['Romance', 'Western']",0.25,Born to the West,Charles Barton,Paramount Pictures,2.17,0.0
66983,"['solidarity', 'burma', 'bagpipes']","['Ronald Reagan', 'Patricia Neal', 'Richard Todd']","['Drama', 'Romance', 'War']",0.36,The Hasty Heart,Vincent Sherman,Warner Bros.,3.67,0.0
67068,"['showdown', 'shootout']","['Sam Elliott', 'Kate Capshaw', 'Tom Conti']","['Action', 'Drama', 'Western']",0.93,The Quick and the Dead,Robert Day,HBO,3.36,0.0
67070,"['sports car', 'revenge', 'escape']","['Dolph Lundgren', 'Kristian Alfonso', 'George Segal']","['Action', 'Thriller']",2.51,Joshua Tree,Vic Armstrong,Stone Group Pictures,2.74,0.0
67073,['zombie'],"['Mena Suvari', 'Nick Cannon', 'Michael Welch']","['Horror', 'Action', 'Thriller']",6.48,Day of the Dead,Steve Miner,Taurus Entertainment Company,2.62,0.0
67087,"['poker', 'bondage', 'duringcreditsstinger']","['Paul Rudd', 'Jason Segel', 'Rashida Jones']",['Comedy'],12.93,"I Love You, Man",John Hamburg,The Montecito Picture Company,3.6,91.637
67096,"['mexico', 'classic noir', 'film noir']","['Robert Mitchum', 'Jane Greer', 'William Bendix']","['Romance', 'Drama', 'Thriller']",2.7,The Big Steal,Don Siegel,RKO Radio Pictures,3.38,0.0
67135,"['precognition', 'warning', 'vision']","['Edward G. Robinson', 'Gail Russell', 'John Lund']","['Drama', 'Thriller']",0.88,Night Has a Thousand Eyes,John Farrow,Paramount Pictures,3.0,0.0
67140,"['germany', 'prostitute', 'nightclub']","['Marlene Dietrich', 'Herbert Marshall', 'Cary Grant']",['Drama'],1.01,Blonde Venus,Josef von Sternberg,Paramount Pictures,3.53,0.0
67168,"['cemetery', 'dance', 'loser']","['Jared Kusnitz', 'Greyson Chadwick', 'Chandler Darby']","['Comedy', 'Horror']",3.92,Dance of the Dead,Gregg Bishop,Compound B,2.93,0.0
67186,"['crematorium', 'hallucination', 'based on true story']","['Virginia Madsen', 'Kyle Gallner', 'Martin Donovan']","['Thriller', 'Horror']",10.8,The Haunting in Connecticut,Peter Cornwell,Lionsgate,3.08,77.528
67267,"['suicide', 'single parent', 'sister sister relationship']","['Amy Adams', 'Emily Blunt', 'Alan Arkin']","['Comedy', 'Drama']",9.1,Sunshine Cleaning,Christine Jeffs,Back Lot Pictures,3.51,16.174
67295,"['martial arts', 'kung fu', 'animation']","['Jack Black', 'Dustin Hoffman', 'David Cross']","['Animation', 'Comedy', 'Family']",6.64,Kung Fu Panda: Secrets of the Furious Five,Raman Hui,DreamWorks Animation,3.58,0.0
67298,"['gold', 'soldier', 'stagecoach']","['Randolph Scott', 'Donna Reed', 'Lee Marvin']","['Action', 'Western']",2.89,Hangman's Knot,Roy Huggins,Columbia Pictures Corporation,2.83,0.0
67300,"['world war ii', 'canadian']","['Henry Fonda', ""Maureen O'Hara"", 'Thomas Mitchell']","['War', 'Drama']",0.44,Immortal Sergeant,John M. Stahl,Twentieth Century Fox Film Corporation,3.0,0.0
67359,"['court', 'criminal defence lawyer']","['Edward G. Robinson', 'Nina Foch', 'Hugh Marlowe']","['Crime', 'Drama']",1.93,Illegal,Lewis Allen,Warner Bros.,2.94,0.0
67361,"['casino', 'thriller', 'surveillance']","['Shane West', 'Edward Burns', 'Ving Rhames']","['Action', 'Crime', 'Mystery']",6.62,Echelon Conspiracy,Greg Marcks,Dark Castle Entertainment,2.93,0.5
67365,"['sex', 'sexuality', 'gun']","['Mila Kunis', 'Dave Franco', 'Jose Pablo Cantillo']",['Comedy'],7.13,After Sex,Eric Amadio,NALA Films,2.8,0.0
67408,"['alien', 'giant robot', 'duringcreditsstinger']","['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie']","['Animation', 'Family', 'Adventure']",14.24,Monsters vs Aliens,Conrad Vernon,DreamWorks Animation,3.19,381.51
67429,"['suspicion', 'duty', 'forest']","['Reena Shah', 'Debargo Sanyal', 'Annette Hanshaw']","['Animation', 'Drama', 'Music']",1.71,Sita Sings the Blues,Nina Paley,Nina Paley,3.64,0.0
67457,['man hunt'],"['Joe Mantegna', 'Danielle De Luca', 'Evan Adrian']","['Horror', 'Thriller']",2.51,Naked Fear,Thom Eberhardt,HDNM Entertainment,2.62,0.0
67459,[],"['Kevin Gage', 'Sage Stallone', 'Kelly K.C. Quann']","['Action', 'Horror', 'Thriller']",0.62,Chaos,David DeFalco,Dominion Entertainment,2.29,0.0
